"CO[C@H](C)C(=O)NCCN(C)C(=O)CCn1cnccc1=O","ZINC001495883083","DBAD"
"CC(C)CC(=O)N1CCO[C@@H](CNc2ccc(C#N)nc2)C1","ZINC001066595641","DDED"
"CC(C)[C@@H](NC(=O)CCc1ccc(F)cc1)C1(CO)CCC1","ZINC000584438836","DGAD"
"CC(=O)Nc1ccc(CNC(=N)NCC2CC2)cc1","ZINC000887346980","CDAD"
"O=C(NCC1COC1)C1=NO[C@@H]2CN(C(=O)c3cnc[nH]3)C[C@H]12","ZINC001269410161","DAAD"
"C=CCCN1C[C@@H](O)[C@@H](CNC(=O)c2ncn(C)n2)C1","ZINC000958025142","CBED"
"CCC[C@H](C)/C(O)=N/S(=O)(=O)c1cccc2nsnc21","ZINC000076767157","DFAD"
"O=[N+]([O-])c1ccc2c(c1)CN(C[C@@H]1CC=CCC1)C2","ZINC001341569606","CGBD"
"CC[C@@H](C)Oc1cc(CNC(=O)N2CC[C@@](F)(CO)C2)ccn1","ZINC000338667057","EDAD"
"N#Cc1nc(=N[C@H](CNC(=O)c2nc[nH]n2)C2CC2)cc[nH]1","ZINC001096705210","CBED"
"CCc1ocnc1C(=O)N1CC[C@H](NCC(N)=O)C1","ZINC001018651133","CBAD"
"Cc1cncn1CC(=O)NC1CN(Cc2cc(=O)n3nccc3[nH]2)C1","ZINC001030684770","EBAD"
"CC(C)CCC(=O)N[C@H]1CCCN(C(=O)C(C)(F)F)C1","ZINC001523294430","CEAD"
"CCC[C@@H](C(=O)N[C@@H](CC)CNC(=O)CC(C)(C)C)S(N)(=O)=O","ZINC001432584593","ECAD"
"O=C(NC[C@H]1C[C@H](O)C1)Nc1cccc2cc[nH]c21","ZINC000879281937","CEAD"
"O=C(NCC1CN(C(=O)C2[C@@H]3CCCCCC[C@@H]23)C1)c1ccncn1","ZINC001003804350","EDAD"
"CC(C)c1nocc1C(=O)N1CC[C@H](NC(=O)c2cc[nH]c2)[C@H](C)C1","ZINC000945354647","EEAD"
"CC[C@H](CNC(C)=O)NC(=O)c1cnnn1CC","ZINC001285027528","CBAD"
"O=C(N[C@H]1CCCCN(Cc2cscn2)C1)c1cnccn1","ZINC001034087336","DDAD"
"CN(CCc1ncon1)C(=O)CCOc1cccc(C(N)=O)c1","ZINC001362967024","DCAD"
"CNCCNC(=O)N1CCC[C@H]1CN1CCCC1","ZINC000418338010","CCAD"
"Cn1cnc(S(=O)(=O)NCC(=O)N2CC(C#N)C2)c1","ZINC000590490426","CAED"
"CC(C)(C)n1nnnc1CNCCNC(=O)[C@H]1C[C@H]1C(N)=O","ZINC001133943335","DAAD"
"COc1ncccc1C(=O)NC[C@H](C)NC(=O)C1=COCCO1","ZINC001410312371","DCAD"
"CCc1nnc(CN[C@@H]2CCN(C(=O)c3c[nH]cc3C)[C@H]2C)o1","ZINC000987518403","DDAD"
"CCN1CCCC[C@@H]1C(=O)NC1[C@@H]2CN(C(=O)C3(C(N)=O)CC3)C[C@@H]12","ZINC001013245615","EBAD"
"CCn1nc(C)cc1C(=O)N1CC[C@@H](CCNC(=O)CNC(C)=O)C1","ZINC001060455339","ECAD"
"CCC[C@@H](C)NC(=O)C(=O)NCC[C@@H](OCC)C1CCCC1","ZINC001325749426","DEAD"
"CCc1nsc(N[C@H](C)CCNC(=O)c2ccncn2)n1","ZINC001099383116","DDAD"
"CCNC[C@H](C1CC1)N(C)C(=O)C(C)(C)c1cccc(F)c1","ZINC001441450024","DFAD"
"COc1ccc2c(c1)[C@H](C(=O)N1CC[C@@H]3C[C@H]3C1)CC2","ZINC000619365959","CFAD"
"COCCn1nccc1C(=O)NC[C@@H](C)NC(=O)CS(C)(=O)=O","ZINC001502050192","EAAD"
"NS(=O)(=O)N1CCC[C@@H](C(=O)N2CC(OC(F)F)C2)C1","ZINC000613767047","DBAD"
"CO[C@H](C)c1noc(CSCc2nc(-c3ccccc3)no2)n1","ZINC000177811999","EGAD"
"Cc1cc(CNC(=O)C(=O)NCc2ccccc2)on1","ZINC000339577971","CCAD"
"N[C@H]1C[C@@H](NCc2ccccc2CC(F)(F)F)C12CCC2","ZINC000925719133","CGAD"
"CCCn1c(C)nnc1CN[C@](C)(C(N)=O)C(C)C","ZINC000347682377","CCAD"
"CCCC[C@H]1C[C@@H](N2CCC(N)(CC3CCC3)CC2)CCN1","ZINC001246390132","DGAD"
"Cc1ncc(CN(C)Cc2csc(Cl)n2)cn1","ZINC001139979455","CFAD"
"CCC(=O)NCC1CN(C(=O)c2[nH]c(O)nc2C)C1","ZINC001582121351","CCAD"
"Cc1c(F)cccc1NC(=O)C[C@H]1Oc2ccccc2NC1=O","ZINC000362695751","DFAD"
"CC(=O)N(C)CC[C@H](NC(=O)[C@H](C)NC(=O)c1ccco1)C(C)C","ZINC001411829906","EDAD"
"COCCCN(C)C(=O)Cc1csc(-c2cccnc2)n1","ZINC000069362036","DEAD"
"Cc1nc[nH]c1CC(=O)N1CC[C@H]2CN(CCC[C@@H](C)O)C[C@H]21","ZINC001189942819","DCAD"
"CCc1nocc1C(=O)N[C@@H]1CCCN(c2ccc(C)nn2)C1","ZINC000668897327","DDAD"
"NC(=O)C1CCN(C(=O)CN2CC(NC(=O)c3cnco3)C2)CC1","ZINC001030759032","EAAD"
"COC(=O)Cn1ccc(NC(=O)N[C@H]2CCc3c[nH]nc3C2)n1","ZINC000372740706","DBAD"
"CCOC[C@H](C)NC(=O)C(=O)N1CCN2C(=O)[C@H](N)C[C@H]2C1","ZINC000514799985","DAAD"
"Cn1cnc(C(=O)N2CCC[C@@H](NC(=O)[C@H]3COC(=O)N3)CC2)c1","ZINC000964878840","EBAD"
"Cc1ccccc1[C@H](C)C(=O)NCCNCc1nncn1C","ZINC001152017273","DDAD"
"CCC(C)(C)C(=O)N[C@@H]1CCCC[C@H]1CNCc1c(C)noc1C","ZINC001722946039","EGAD"
"Cc1nc(C(=O)N[C@]23CCC[C@H]2NCC3)nn1-c1ccccc1","ZINC000877395285","DDAD"
"Cc1ncc(C(=O)N2CC[C@H](NC(=O)C(N)=O)[C@@H](O)C2)[nH]1","ZINC000991730452","CAAD"
"COCCC(=O)N1CCC[C@@H]1CNC(=O)CS(C)(=O)=O","ZINC001373988727","DBAD"
"CC(=O)N[C@@H](CC(=O)NC[C@@H]1CCN1CCCF)C(N)=O","ZINC001375352390","DAAD"
"COc1ccc(S[C@@H](C)C(=O)Nc2ccc(C#N)cn2)cc1","ZINC000110284279","DGED"
"COC(=O)C[C@H]1C(=O)NCCN1C(=O)[C@@H]1CNC(=O)C1","ZINC000299431846","CAAD"
"Cn1cc(CC(=O)NCc2ccc3c(c2)CN(C/C=C\Cl)C3)cn1","ZINC001484875095","EEAD"
"O=C([C@@H]1CNCC12CNC2)N1CC[C@@H](O)[C@H](F)C1","ZINC001157856232","CAAD"
"CCC[C@@H]1CCC[C@@H]1C(=O)N1CCOC[C@H]1C1CC1","ZINC000450282315","CFAD"
"CCc1nn(C)cc1C(=O)N1Cc2cc(F)c(F)cc2C1","ZINC000655316528","CEAD"
"CO[C@H]1C[C@H](NC(=O)C(=O)N2CCNCC2)C1(C)C","ZINC000300650465","CBAD"
"FC(F)(F)C(F)(F)COCCN1CCC(N2CCCCC2)CC1","ZINC000345770262","EGAD"
"CC(C)c1noc([C@H](C)OC(=O)CCC(=O)c2cnn(C)c2)n1","ZINC000796150583","DEAD"
"CN(C(=O)c1ncccn1)[C@H]1CN(C(=O)[C@@H]2CCN(C)C2)C[C@@H]1O","ZINC000958937962","EBAD"
"CS(=O)(=O)N(CCN)CC(=O)N[C@@H]1CCCNC(=O)C1","ZINC001221269168","DAAD"
"CCOc1cc(C(=O)N[C@@]2(C)CCN(C(C)C)C2)ccc1OC","ZINC001046822095","DFAD"
"COCCOCC(=O)N[C@H]1CCN(Cc2nc(=O)n(C)[nH]2)C[C@H]1O","ZINC001099743373","EAAD"
"CC(C)CN1CCOC[C@@H]1CNC(=O)[C@H]1CN(C)C(=O)N1","ZINC001051063495","CBAD"
"CCn1cc(OC(=O)CSc2nnc(-c3ccc(F)cc3)o2)cn1","ZINC000792573260","EFAD"
"C[C@@H](CC#N)N(C)c1nnc(Cc2ccc(F)cc2)n1CCCN","ZINC001575915530","EEED"
"CN(CCNC(=O)c1csnn1)C(=O)COC[C@@H]1CCCO1","ZINC001387010982","EBAD"
"NCCCNCC(=O)NCC(=O)NCC(=O)OCc1ccccc1","ZINC001220104721","EAAD"
"CCc1nc([C@H](C)NC(=O)/C(C)=C\c2ccco2)n[nH]1","ZINC000847629281","CEAD"
"Cc1noc(C)c1CC(=O)N[C@H]1CCC[C@H](NC(=O)c2cnn[nH]2)C1","ZINC000983604237","ECAD"
"O=C(CNC(=O)C1CC1)N[C@H](CNC(=O)c1ncccc1F)C1CC1","ZINC001493670295","ECAD"
"CCN(CCNC(=O)C1CC2(CCC2)C1)C(=O)c1cc(C)[nH]c1C","ZINC001387274061","EFAD"
"C[C@H](CC(C)(C)C)C(=O)N[C@@H](C)CCN1CCOCC1","ZINC000356225048","CEAD"
"O=C(NC[C@@H]1CN(C(=O)C(F)F)CCO1)c1cnsn1","ZINC000944496428","DBAD"
"COC[C@](C)(CC(=O)OC)NC(=O)[C@H]1C[C@H]1C(=O)O","ZINC000831590783","CBAD"
"CC(C)CO[C@H]1CCN(C(=O)NCCN2C(=O)CNC2=O)C1","ZINC000345474720","DBAD"
"O=C(CN1CCCC1)Nc1ccc(Oc2ccc(Cl)nn2)cc1","ZINC000819981739","EFAD"
"C[C@@H]1C[C@H](NCc2cnn(C)n2)CCN1C(=O)C1CC=CC1","ZINC001044525701","DDAD"
"C[C@@H]1CC[C@H](NC(=O)CCn2ccnn2)CN1CCC1CCCCC1","ZINC001131995444","EFAD"
"C[C@H]1CC[C@@H](NC(=O)c2cc[n+]([O-])cc2)CN1C(=O)CC(N)=O","ZINC001017957740","DBAD"
"COC[C@@H](C)N1CC[C@H]2CC[C@@H](C1)N2C(=O)C(C)(C)C1CCC1","ZINC001039411697","DFAD"
"CCc1noc(C2CCN(S(=O)(=O)c3ccoc3)CC2)n1","ZINC001188594980","DDAD"
"CC[C@@H](C)[C@H](C)C(=O)NCCCc1nc(=O)[nH][nH]1","ZINC000184101581","CCAD"
"CN1CCC[C@@H]1C(=O)N1CCOC[C@@H](C2CCC2)C1","ZINC000334467363","CDAD"
"O=C(COC[C@H]1CCCO1)NC1CN(CCO)C1","ZINC001732119210","CAAD"
"Cc1cnc(CNC(=O)[C@@H]2CCC(=O)N2C)s1","ZINC000335907482","CCAD"
"Cn1nc(C(=O)NC[C@H]2CCCN2CC[C@@H]2CCOC2)ccc1=O","ZINC001028301986","ECAD"
"CC(C)OCC(=O)N[C@@]1(C)CCN(C(=O)[C@@H]2C[C@H]2c2cncn2C)C1","ZINC001417312150","EDAD"
"CN(C(=O)[C@@H]1CS(=O)(=O)C[C@H]1C(F)(F)F)[C@@H]1CCNC1","ZINC000637838193","DCAD"
"CC(=O)CN1CCO[C@@H](c2cccc(Br)c2)C1","ZINC000639472522","CEAD"
"CCc1noc(CNCCNC(=O)c2c(C)ncnc2O)n1","ZINC001132710677","DBAD"
"CN(C(=O)c1cn(C)nc1-c1ccncc1)[C@@H]1CCC(C)(C)C1","ZINC000684514250","DGAD"
"CN(CCCN(C)C(=O)C1(F)CCOCC1)C(=O)[C@@H]1COC(=O)N1","ZINC001067316983","EBAD"
"CC[C@H](C)OCC(=O)N1CCNCc2c(C)cccc21","ZINC001577003571","CEAD"
"N#Cc1cccnc1NCCCNC(=O)c1ccon1","ZINC001094335430","CDED"
"CCCCN(C)C(=O)CNC(=O)OCc1ccccc1","ZINC000067144571","CEAD"
"CN(C(=O)Nc1ccnc(C(=O)OC(C)(C)C)c1)C1CCN(C)CC1","ZINC001365533658","EFAD"
"Cn1cc(CN[C@H]2CN(C(=O)C[C@H]3CCCO3)CC2(C)C)cn1","ZINC000995525495","DDAD"
"COc1cc(Cl)ccc1CN1C[C@@H](O)C(C)(C)C1","ZINC000280309904","CFAD"
"COCC1(C(=O)NC2[C@H]3CN(Cc4cnc(C)s4)C[C@H]23)CC1","ZINC001114561132","DDAD"
"CS(=O)(=O)CCOCCNC(=O)c1cc(O)ncn1","ZINC000859581719","CAAD"
"CN(C)c1ccc(C(=O)N2CCC[C@@H]2CN(C)C(=O)C(C)(C)C)cc1","ZINC001404071989","EFAD"
"NC(=O)C(=O)N1C[C@H]2[C@@H](C1)[C@@H]2NC(=O)Cc1ccc(C(N)=O)nc1","ZINC000976760726","EAAD"
"CCCn1cc(C(=O)OCCn2cnc3ccccc3c2=O)cn1","ZINC000781702758","EDAD"
"CNC(=O)NCC(=O)N[C@@H]1CCCN(CCOC[C@@H]2CCCO2)C1","ZINC001713784692","EBAD"
"CO[C@H](C)CN1CC[C@@H]1CN(C)C(=O)Cn1cnc(C(N)=O)n1","ZINC001234415738","DAAD"
"Cc1c(C(=O)NC[C@@H](O)CNC[C@H]2CCNC(=O)CC2)nnn1C","ZINC001422272699","EAAD"
"CCCC[C@](C)(F)C(=O)NCC[C@@H]1CN(CC)CCS1(=O)=O","ZINC001230473739","EDAD"
"C[C@@]1(C#N)CN(c2c(-c3nn[nH]n3)cccc2[N+](=O)[O-])CCO1","ZINC001603737578","DCED"
"CCOc1ccccc1C(=O)N[C@H](C)CNCc1ncccn1","ZINC001367706523","DDAD"
"C=C(Cl)CNC[C@@H](C1CC1)N(C)C(=O)c1cn(C)nc1C","ZINC001369209886","DDED"
"CCn1nc(C)c(CNC[C@@H](NC(=O)C(N)=O)C2CCCC2)n1","ZINC001754652263","DBAD"
"C[C@@H](C#N)C(=O)N1CCO[C@@H](CNC(=O)CN2CCCNC2=O)C1","ZINC001065557671","EAED"
"O=C(Cc1cnc[nH]1)NC[C@H]1CCN1C[C@@H]1CCNC(=O)CC1","ZINC001375343419","DCAD"
"C[C@@H]1CN(C(=O)COCCN(C)C)C[C@H]1Nc1cccc(F)n1","ZINC001090988769","DDAD"
"O=C(Nc1n[nH]c(-c2cc(Cl)ccc2Cl)n1)c1ccon1","ZINC000361352163","DEAD"
"CNS(=O)(=O)CCC(=O)N(C)C1CC(N[C@H](C)C(=O)N(C)C)C1","ZINC001404006423","EAAD"
"CCOCCC(=O)N1C[C@@H]2CC[C@H](Nc3ccc4nnnn4n3)[C@@H]2C1","ZINC001097594429","ECAD"
"CC(C)(C)OC(=O)[C@](C)(O)CNC(=O)C1(O)CCOCC1","ZINC000331060762","DBAD"
"Cn1c2ccc(CN3CCC[C@]3(C)CCCO)cc2oc1=O","ZINC000353520095","DEAD"
"COCCN1CCC(CNC(=O)Cn2ccnc2C(C)C)CC1","ZINC001224712366","DDAD"
"CN(CC(=O)N[C@@H](CO)C(=O)O)[C@@H]1CCC[C@H]1O","ZINC001573865658","CAAD"
"Cn1cc(CC(=O)N[C@H]2[C@H]3C[C@H]2CN3C(=O)c2ccnnc2)cn1","ZINC000946795091","EBAD"
"CCC(CC)(NC(=O)CN1CCNCC1=O)C(=O)O","ZINC000705982519","CBAD"
"CN(C)Cc1cc(F)cc(CN2CCC[C@@H](CF)C2)c1","ZINC001232146036","CGAD"
"O=C(OC[C@@H]1COC(=O)N1)c1cccc(OCC(F)(F)F)c1","ZINC001646874364","DDAD"
"CCCNC(=S)NNC(=S)NC[C@H]1CCCCO1","ZINC000758181293","CCAD"
"Cc1ccc2oc(=O)n(CN3CC[C@@H]4NC(=O)CC[C@H]4C3)c2c1","ZINC000853561025","DDAD"
"O=C([C@H]1CCCNC1=O)N(Cc1ccccc1)[C@H](CO)C1CC1","ZINC000632277266","DDAD"
"C=CCOCC(=O)N1CCC[C@@H](N[C@@H](C)c2ncccn2)C1","ZINC001207679775","DDED"
"COCC(=O)N1CCOC[C@@H]1CNC(=O)c1cc2cccn2cn1","ZINC000964231318","EBAD"
"C[C@H](CC(N)=O)C(=O)N1CCN(C(=O)c2ccnc3[nH]cnc32)CC1","ZINC001491025022","EBAD"
"COC(=O)N1CC(C)(NCCc2ccc(C(C)C)cc2)C1","ZINC001363905763","CFAD"
"C[C@H](CNC(=O)C[C@H]1C[C@H]2CC[C@H]1O2)Oc1ccccc1","ZINC000455654133","CFAD"
"C=CC[C@@H]1CCCN(C(=O)c2cnn(C[C@H](O)CO)c2)C1","ZINC000617778331","CCED"
"COC(=O)CS(=O)(=O)N1CCNC[C@@]12CCNC2","ZINC001239019456","CAAD"
"O=C(CCc1nc[nH]n1)N1CCCC[C@@H]1CCNC(=O)C1CC1","ZINC001431149284","DDAD"
"CCC(CSc1ccccc1[N+](=O)[O-])=NN1CC(=O)N(C)C1=O","ZINC000768378537","EEED"
"CN(C(=O)[C@]1(F)CCOC1)[C@H]1CCN(C(=O)C(N)=O)C1","ZINC000939389213","CAAD"
"O=C([C@H]1C[C@H]2C[C@H]2C1)N1CC[C@H](CNCc2csc(C3CC3)n2)C1","ZINC001027011108","EGAD"
"COc1cncnc1NC(=O)NC[C@H]1CCC[C@H](C)C1","ZINC000656639871","CEAD"
"CCN(CC)C[C@@H](C)NC(=O)N(C)[C@@H]1CCC(C)(C)C1","ZINC000353530814","CFAD"
"CC(=O)N1CC[C@H](C(=O)N2CC[C@H](NCC(N)=O)C2)C1","ZINC001019712934","CAAD"
"C[C@@]1(CNC(=O)[C@]23C[C@H]2COC3)CN(CC(N)=O)CCO1","ZINC001107955925","CAAD"
"C[C@@H](NC1CCNCC1)c1ccc(C(C)(C)C)cc1","ZINC000038040903","CGAD"
"CCC(C)(C)NC(=O)[C@H](C)NC1(CNC(=O)C(C)(F)F)CCCC1","ZINC001374142609","EEAD"
"CCn1cc(C(=O)NC[C@H]2CCN2CC(=O)N2CCCC2)nn1","ZINC001038852456","DBAD"
"C=CCN(C)[C@H]1CCN(C(=O)OC(C)(C)C)[C@H](C)C1","ZINC001256479322","CFED"
"C[C@H]1CNCCN1C(=O)C(=O)NCC(C)(C)C(C)(C)O","ZINC000418882921","CBAD"
"O=C(CC1=CCOCC1)NCCN[C@@H]1CCNC1=O","ZINC001133398918","CBAD"
"CCCCN1C[C@H]2C(NC(=O)C(C)(C)c3ccccc3F)[C@@H]2C1","ZINC000962055895","DFAD"
"C[C@H](CNC(=O)N[C@H]1CCCCNC1=O)COCc1ccccc1","ZINC000193901277","EDAD"
"CCc1ncoc1C(=O)N1CCC(N(C)C(=O)c2ccncn2)CC1","ZINC000954186762","EDAD"
"O=S1(=O)CC=C(c2cccnc2C(F)F)CC1","ZINC001245209314","CEAD"
"O=C(C1=NN(CCO)C(=O)CC1)N1C[C@H](O)Cc2ccccc21","ZINC000279163733","DBAD"
"CO[C@@H](C)CCC(=O)Nc1ccc(C#N)c(Cl)c1","ZINC000180788407","CFED"
"CCc1cc(C(=O)N[C@@H]2[C@H]3C[C@H]2CN3Cc2noc(CC)n2)n(C)n1","ZINC001037651045","ECAD"
"C[C@H](C(=O)N1CC[C@@H](NC(=O)C2CC2)C1)C(C)(F)F","ZINC000939024526","CDAD"
"C[C@@H](NC(=O)C1CC(C)(C)C1)C1CN(C(=O)[C@@H]2CCCNC2=O)C1","ZINC001006022328","ECAD"
"C[C@@H]1C[C@@H](C)CN(C(C)(C)CNC(=O)NCc2cccn2C)C1","ZINC000341052956","DFAD"
"C[C@@H]1CN(C(=O)[C@H](Cc2ccccc2)C2CC2)C[C@@H](C)O1","ZINC001553415254","CFAD"
"CCOC(=O)c1cc(F)ccc1NC(=O)N1CCN(C(C)=O)CC1","ZINC000880941791","EDAD"
"O=C(Nc1cc(F)ccc1F)c1cc2ccccc2c(=O)o1","ZINC000431014544","DGAD"
"CC[C@H](C(N)=O)N1CC[C@](C)(NC(=O)c2cc(C3CC3)[nH]n2)C1","ZINC001046644335","DCAD"
"CNS(=O)(=O)c1ccc(CN2CC(NC(=O)C(N)=O)C2)cc1","ZINC001030883275","EAAD"
"C[C@@H]1CC(=O)N[C@@H](C(=O)N2CCC([C@H](O)c3ccnn3C)CC2)C1","ZINC001549843332","ECAD"
"CC[C@@H](Oc1cccc(C)c1)C(=O)N1CCC[C@H](C)C1","ZINC000044949644","CGAB"
"CC[C@]1(C(=O)N2CCC(c3cccc4[nH]ccc43)CC2)CCNC1=O","ZINC001550335176","EFAD"
"COC[C@@H](OC)C(=O)N1CCC[C@@H](NCc2cnon2)C1","ZINC001209551571","CBAD"
"C[C@@H](C(N)=O)N1[C@H]2CCC[C@H]1CN(C(=O)Cc1nc[nH]n1)C2","ZINC001039970312","DBAD"
"CN(C)C(=O)[C@@H]1CCC[C@@H](NC(=O)c2ccn(C)c(=O)c2)C1","ZINC000265290929","DCAD"
"Cn1cc(NC(=O)CC2CCS(=O)(=O)CC2)nn1","ZINC001181539192","CBAD"
"CC(C)[C@H](O)CNC(=O)c1cn(CC(N)=O)nn1","ZINC001319306266","CAAD"
"CNC(=O)NCc1cn(C[C@@](C)(O)C(F)F)nn1","ZINC001333916096","CBAD"
"CCS(=O)(=O)NCCn1c(C)nnc1N1CCC(C(=O)O)CC1","ZINC001605727874","EBAD"
"CCC(CC)[C@H](C)C(=O)N1CCN(c2ccc(C)cc2)C(=O)C1","ZINC001467929486","DGAD"
"CC1(C)OCC[C@H]1CNC(=O)C12CCCN(CCC1)C2","ZINC000630085464","CDAD"
"Cc1nn(C)cc1[C@@H](C)NC1CCN(CCC(C)C)CC1","ZINC000924949399","CFAD"
"COCC1(CC(=O)NC[C@H](C)N(C)Cc2ccc(F)c(C#N)c2)CC1","ZINC001403116878","EEED"
"CCc1nnc(CN2CC(NC(=O)[C@@H]3CCCN3C(C)=O)C2)s1","ZINC001031282698","ECAD"
"CCCc1ccc(C(=O)N[C@H]2CC[C@H](NC(=O)CC)CC2)cc1","ZINC000943574806","DGAD"
"CCC[C@@H](OCC)C(=O)N1CCN(C(=O)[C@@H](C)O)CC1","ZINC000528931445","CCAD"
"C[C@H](NC(=O)[C@H](C)NC(=O)CN(C)C(=O)C1CC1)C(=O)O","ZINC001571069532","CAAD"
"CC[C@H](C)CC(=O)N1C[C@H]2CN(c3ncccn3)C[C@@]2(C)C1","ZINC001092287655","DEAD"
"CO[C@H](C)CC(=O)N1C[C@@H](O)[C@H](NC(=O)c2cnnn2C)C1","ZINC001383998385","DAAD"
"O=C(O)c1ccc2c3c(ccc(C(=O)O)c13)C(O)=NC2=O","ZINC000003099348","CDAA"
"CCc1c(C(=O)NC[C@@H](C)N(C)Cc2nc(O)n[nH]2)cnn1C","ZINC001422527725","DCAD"
"COC(=O)NCC(=O)NC[C@H](O)CNC(=O)c1ccc2nccn2c1","ZINC001399783917","EAAD"
"CC(C)(C)O[C@H](C(=O)NN1CCOC1=O)c1ccccc1","ZINC000862701559","CEAD"
"Cn1c2ccc(Cl)nc2nc1OC1C[C@H]2C[C@@H]2C1","ZINC001231039387","CFAD"
"CCCN(CCNC(=O)[C@@H](C)CC)C(=O)Cc1[nH]cnc1C","ZINC001415784556","DDAD"
"C=C1CC(C)(C(=O)NC[C@@H]2CCCCN2C(=O)[C@@H](C)C2CCC2)C1","ZINC001082141676","EGED"
"O=C(OCc1ccc2c(c1)COC2)c1ccc(OC(F)F)cn1","ZINC000772564060","DGAD"
"C[C@@]1(C(=O)NC2CN(C(=O)[C@@H]3CCCCO3)C2)CCC(=O)NC1","ZINC000998027556","DBAD"
"COCCNC(=O)[C@H]1CC[C@H](C)N(CCCc2cccc(C)c2)C1","ZINC000350811807","EFAD"
"O=C(Cn1ccc2ccccc21)NC[C@H]1COCCN1CCO","ZINC001484607422","DCAD"
"CCOC(=O)[C@@H](C)CNC(=O)c1cnc(O)nc1","ZINC001191185395","CCAD"
"C[C@@H]1CCN(C(=O)NCC(C)(C)F)[C@H](C(=O)O)C1","ZINC000630496864","CDAD"
"CCS(=O)(=O)c1ccnc(N[C@@H]2CCc3c2c(F)ccc3F)c1","ZINC001162938156","EGAD"
"CC(C)(CCCO)CNC(=O)N[C@@H]1CSc2ccccc21","ZINC000357588211","DFAD"
"Cn1ccc(C(=O)N[C@@H]2CN(C(=O)[C@H]3CCN(C)C3=O)C[C@@H]2O)n1","ZINC000963452253","EAAD"
"C[C@@H](CN)N(C)C(=O)NCC(C)(C)c1ccccn1","ZINC000418242080","CDAD"
"C=CCO[C@H](C)C(=O)N(C)[C@H]1CN(C(=O)c2ncn(C)n2)C[C@@H]1O","ZINC001049010931","EBED"
"COc1cccn2ncc(C(=O)N[C@H](C)CNCC(N)=O)c12","ZINC001497942652","DBAD"
"C=CCCN1CC[C@H](C)[C@@H](NC(=O)c2cnn(CCC)c2C)C1","ZINC000968468396","DFED"
"CCCc1ccc(NC(=O)C(=O)NC[C@@H](O)[C@H](C)CC)cc1","ZINC000112479558","DEAD"
"O=C(NC[C@H]1CCC[C@@H]1NC(=O)c1cnco1)c1cc2occc2[nH]1","ZINC000946263364","EEAD"
"Cn1[nH]c(CN2CC(CNC(=O)c3cc(=O)n(C)cn3)C2)nc1=O","ZINC001031741614","EAAD"
"C[C@@H](OC(=O)C1(S(C)(=O)=O)CC1)C(=O)NCC(=O)O","ZINC001593497017","CAAD"
"CS(=O)(=O)N1CCC(C(=O)NC2(C(N)=O)CC2)CC1","ZINC001178767235","CAAD"
"Cc1n[nH]c(C)c1CNC(=O)c1ccnc(-n2cncn2)c1","ZINC001347328903","CCAD"
"O[C@H](CNC[C@H](O)c1cccc(C(F)(F)F)c1)COCC1CC1","ZINC000843067328","EEAD"
"C[C@@H](Nc1ccc(N2CCO[C@@H](C)C2)cc1)C1CCN(C)CC1","ZINC000777692596","DGAD"
"C[C@H]1CN(C(=O)Cc2noc(-c3cnc4n3CCCC4)n2)C[C@H](C)O1","ZINC000350248143","EDAD"
"CCN(C(=O)CN[C@@](C)(C(=O)O)C1CC1)[C@@H]1CCS(=O)(=O)C1","ZINC000829597145","EBAD"
"CCCC[C@@H](CNc1cc(Cl)nc(C)n1)NC(=O)c1[nH]ccc1C","ZINC001114249045","EGAD"
"COc1cc(CNC(=O)N[C@@H]2CCN(c3cnn(C)c3)C2=O)ccn1","ZINC000265392630","ECAD"
"CCC[C@@H](C)C(=O)NC[C@@](C)(NC(=O)c1cnc(C)cn1)C1CC1","ZINC001409482170","EEAD"
"Cc1ccc(CN(C)C(=O)[C@H]2CC[C@H](C(=O)O)CC2)o1","ZINC000262711862","CEAD"
"CN(C)c1cnc(NCc2ccc(C#N)c(F)c2)cn1","ZINC001170094015","CEED"
"CCc1nnc(C)cc1C(=O)N1CC[S@](=O)CC[C@H]1C","ZINC000573636594","CDAD"
"COc1cc(OC)c2ncnc(N[C@H]3CC[C@@H](F)C3)c2c1","ZINC000340913700","CFAD"
"CNC(=O)NCC(=O)N[C@H](C)CN(C)CC(=O)NC(=O)NC1CC1","ZINC001392658264","EAAD"
"C[C@@H](CCN[C@H]1CCCN(C)C1=O)NC(=O)CC1(O)CCC1","ZINC001379286940","DCAD"
"Cn1cc([C@H](CO)NC(=O)c2ccc(S(C)(=O)=O)o2)cn1","ZINC001645659838","DBAD"
"CC[C@@H]1COC[C@@H]1NC(=O)NC[C@@H]1C[C@H]2CCC[C@H]2O1","ZINC001549919496","CDAD"
"CCN(C[C@@H](C)C#N)S(=O)(=O)N(C)[C@H]1CC1(C)C","ZINC000337151391","CDED"
"CN(C)C(=O)[C@@H]1CC[C@H](C(=O)NCCN[C@H]2CCCNC2=O)O1","ZINC001133791490","EAAD"
"NCC(=O)NCC(=O)NCCC[C@H]1CCOC1=O","ZINC001580210373","CAAD"
"COC(=O)c1csc(SCc2cccnc2OC)n1","ZINC000814792320","CFAD"
"C[C@@H](N[C@H]1C[C@H](NC(=O)CC(C)(C)C2CC2)C1)C(N)=O","ZINC001376374277","CCAD"
